# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	903556	903750	-							MMP0912	195		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	903556	903750	-	CAF30468.1			tautomerase related protein			MMP0912	195	64	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	903792	904169	-							MMP0913	378		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	903792	904169	-	CAF30469.1			conserved hypothetical archaeal protein			MMP0913	378	125	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	904188	904895	-							MMP0914	708		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	904188	904895	-	CAF30470.1			conserved hypothetical archaeal protein			MMP0914	708	235	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	904980	905588	+					cobY/cofC		MMP0915	609		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	904980	905588	+	CAF30471.1			nucleoside triphosphate: 5'-deoxyadenosylcobinamide phosphate nucleotidyltransferase	cobY/cofC		MMP0915	609	202	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	905585	905833	+							MMP0916	249		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	905585	905833	+	CAF30472.1			conserved hypothetical protein			MMP0916	249	82	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	905897	906730	+					dapF		MMP0917	834		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	905897	906730	+	CAF30473.1			Diaminopimelate epimerase	dapF		MMP0917	834	277	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	906776	908317	-					asnB		MMP0918	1542		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	906776	908317	-	CAF30474.1			Asparagine synthetase (glutamine-hydrolyzing)	asnB		MMP0918	1542	513	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	908415	909182	-							MMP0919	768		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	908415	909182	-	CAF30475.1			2Fe-2S Ferredoxin:Oxidoreductase FAD/NAD(P)-binding:NADH:cytochrome b5 reductase (CBR)			MMP0919	768	255	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	909214	910461	-					ahcY		MMP0920	1248		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	909214	910461	-	CAF30476.1			S-adenosyl-L-homocysteine hydrolase	ahcY		MMP0920	1248	415	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	910627	910959	+							MMP0921	333		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	910627	910959	+	CAF30477.1			conserved hypothetical protein			MMP0921	333	110	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	911058	911723	+							MMP0922	666		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	911058	911723	+	CAF30478.1			possible phage infection protein			MMP0922	666	221	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	911732	912544	+					dapB		MMP0923	813		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	911732	912544	+	CAF30479.1			Dihydrodipicolinate reductase	dapB		MMP0923	813	270	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	912553	913155	+							MMP0924	603		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	912553	913155	+	CAF30480.1			conserved hypothetical protein			MMP0924	603	200	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	913166	913609	+					cheW		MMP0925	444		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	913166	913609	+	CAF30481.1			chemotaxis protein CheW	cheW		MMP0925	444	147	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	913654	914751	+					cheB		MMP0926	1098		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	913654	914751	+	CAF30482.1			chemotaxis protein CheB	cheB		MMP0926	1098	365	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	914756	917518	+					cheA		MMP0927	2763		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	914756	917518	+	CAF30483.1			Chemotaxis protein CheA	cheA		MMP0927	2763	920	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	917529	917993	+					cheD		MMP0928	465		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	917529	917993	+	CAF30484.1			chemotaxis protein CheD	cheD		MMP0928	465	154	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	917974	919413	+							MMP0929	1440		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	917974	919413	+	CAF30485.1			Methyl-accepting chemotaxis protein (MCP)			MMP0929	1440	479	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	919439	920251	-					cheR		MMP0930	813		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	919439	920251	-	CAF30486.1			chemotaxis protein CheR	cheR		MMP0930	813	270	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	920322	920930	-							MMP0931	609		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	920322	920930	-	CAF30487.1			probable chemotaxis-related protein			MMP0931	609	202	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	920951	921640	-							MMP0932	690		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	920951	921640	-	CAF30488.1			probable chemotaxis-related protein			MMP0932	690	229	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	921656	922027	-					cheY		MMP0933	372		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	921656	922027	-	CAF30489.1			chemotaxis protein CheY	cheY		MMP0933	372	123	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	922112	923158	-							MMP0934	1047		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	922112	923158	-	CAF30490.1			conserved hypothetical archaeal protein			MMP0934	1047	348	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	923434	923931	+							MMP0935	498		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	923434	923931	+	CAF30491.1			conserved hypothetical protein			MMP0935	498	165	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	923937	924773	+					aroE		MMP0936	837		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	923937	924773	+	CAF30492.1			shikimate 5-dehydrogenase	aroE		MMP0936	837	278	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	924790	925536	+					cofE		MMP0937	747		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	924790	925536	+	CAF30493.1			F420-0:gamma-L-glutamate ligase	cofE		MMP0937	747	248	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	925590	926363	-					cobS		MMP0938	774		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	925590	926363	-	CAF30494.1			cobalamin (5'-phosphate) synthase	cobS		MMP0938	774	257	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	926379	927056	-							MMP0939	678		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	926379	927056	-	CAF30495.1			Conserved hypothetical protein			MMP0939	678	225	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	927079	927366	-							MMP0940	288		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	927079	927366	-	CAF30496.1			related to ehbP of Methanothermobacter thermautotrophicus			MMP0940	288	95	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	927431	928942	-							MMP0941	1512		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	927431	928942	-	CAF30497.1			phosphoadenosine phosphosulfate sulfotransferase; putative			MMP0941	1512	503	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	929000	929812	-							MMP0942	813		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	929000	929812	-	CAF30498.1			conserved hypothetical protein			MMP0942	813	270	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	929826	930278	-					taqD		MMP0943	453		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	929826	930278	-	CAF30499.1			glycerol-3-phosphate cytidyltransferase	taqD		MMP0943	453	150	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	930301	931311	-							MMP0944	1011		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	930301	931311	-	CAF30500.1			hypothetical protein			MMP0944	1011	336	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	931400	933241	+							MMP0945	1842		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	931400	933241	+	CAF30501.1			glyceraldehyde-3-phosphate ferredoxin oxidoreductase			MMP0945	1842	613	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	933286	934695	-							MMP0946	1410		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	933286	934695	-	CAF30502.1			Asp-tRNAAsn/Glu-tRNAGln amidotransferase subunit B			MMP0946	1410	469	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	934878	935744	-					hisG		MMP0947	867		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	934878	935744	-	CAF30503.1			ATP phosphoribosyltransferase	hisG		MMP0947	867	288	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	936026	936382	+							MMP0948	357		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	936026	936382	+	CAF30504.1			conserved hypothetical protein			MMP0948	357	118	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	936440	937774	+							MMP0949	1335		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	936440	937774	+	CAF30505.1			tRNA nucleotidyltransferase			MMP0949	1335	444	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	937787	939217	+							MMP0950	1431		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	937787	939217	+	CAF30506.1			conserved hypothetical protein			MMP0950	1431	476	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	939228	940148	+					chiB		MMP0951	921		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	939228	940148	+	CAF30507.1			cobalamin biosynthesis protein B	chiB		MMP0951	921	306	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	940241	940636	-					aIF-5A		MMP0952	396		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	940241	940636	-	CAF30508.1			translation initiation factor IF-5a	aIF-5A		MMP0952	396	131	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	940779	941531	-					cbiH		MMP0953	753		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	940779	941531	-	CAF30509.1			precorrin-3B C17-methyltransferase	cbiH		MMP0953	753	250	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	941822	942295	-							MMP0954	474		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	941822	942295	-	CAF30510.1			hypothetical protein			MMP0954	474	157	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	942852	943718	+					sucD		MMP0955	867		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	942852	943718	+	CAF30511.1			succinate--CoA ligase (ADP-forming); alpha subunit	sucD		MMP0955	867	288	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	943765	946236	+					topA		MMP0956	2472		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	943765	946236	+	CAF30512.1			DNA topoisomerase I	topA		MMP0956	2472	823	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	946238	946891	-					cycZ		MMP0957	654		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	946238	946891	-	CAF30513.1			conserved hypothetical protein	cycZ		MMP0957	654	217	
gene	other	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	946805	946891	-					cycZ		MMP0957	87		
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	946911	947258	-							MMP0958	348		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	946911	947258	-	CAF30514.1			conserved hypothetical protein			MMP0958	348	115	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	947275	948177	-					trxB		MMP0959	903		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	947275	948177	-	CAF30515.1			thioredoxin reductase	trxB		MMP0959	903	300	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	948263	949270	-							MMP0960	1008		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	948263	949270	-	CAF30516.1			conserved hypothetical protein			MMP0960	1008	335	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	949611	951110	+							MMP0961	1500		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	949611	951110	+	CAF30517.1			conserved hypothetical protein			MMP0961	1500	499	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	951146	951361	+							MMP0962	216		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	951146	951361	+	CAF30518.1			zinc finger protein			MMP0962	216	71	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	951358	952077	+							MMP0963	720		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	951358	952077	+	CAF30519.1			aquaporin related			MMP0963	720	239	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	952202	952459	+							MMP0964	258		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	952202	952459	+	CAF30520.1			hypothetical protein			MMP0964	258	85	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	952509	953087	-							MMP0965	579		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	952509	953087	-	CAF30521.1			formylmethanofuran dehydrogenase subunit E related protein			MMP0965	579	192	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	953174	953893	-					cobA		MMP0966	720		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	953174	953893	-	CAF30522.1			uroporphyrin-III C-methyltransferase	cobA		MMP0966	720	239	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	954150	954581	+							MMP0967	432		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	954150	954581	+	CAF30523.1			Serine/threonine dehydratase, pyridoxal-phosphate attachment site			MMP0967	432	143	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	954600	955874	+					hisD		MMP0968	1275		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	954600	955874	+	CAF30524.1			histidinol dehydrogenase	hisD		MMP0968	1275	424	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	955908	956324	+							MMP0969	417		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	955908	956324	+	CAF30525.1			hypothetical protein			MMP0969	417	138	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	956353	958074	+					lig		MMP0970	1722		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	956353	958074	+	CAF30526.1			ATP-dependent DNA ligase	lig		MMP0970	1722	573	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	958096	959445	+					purB		MMP0971	1350		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	958096	959445	+	CAF30527.1			Adenylosuccinate lyase	purB		MMP0971	1350	449	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	959495	959908	-							MMP0972	414		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	959495	959908	-	CAF30528.1			hypothetical protein			MMP0972	414	137	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	959986	960843	-							MMP0973	858		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	959986	960843	-	CAF30529.1			hypothetical membrane spanning protein			MMP0973	858	285	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	960830	961489	-							MMP0974	660		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	960830	961489	-	CAF30530.1			hypothetical protein			MMP0974	660	219	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	961541	962392	-					modA		MMP0975	852		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	961541	962392	-	CAF30531.1			possible molybdenum ABC transporter, solute-binding protein	modA		MMP0975	852	283	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	962612	963268	+							MMP0976	657		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	962612	963268	+	CAF30532.1			Protein of unknown function DUF166			MMP0976	657	218	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	963269	964051	+					CooC		MMP0977	783		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	963269	964051	+	CAF30533.1			CO dehydrogenase maturation factor	CooC		MMP0977	783	260	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	964056	964235	-							MMP0978	180		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	964056	964235	-	CAF30534.1			hypothetical protein			MMP0978	180	59	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	964340	964804	-							MMP0979	465		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	964340	964804	-	CAF30535.1			conserved archaeal protein			MMP0979	465	154	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	964809	966182	-					cdh		MMP0980	1374		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	964809	966182	-	CAF30536.1			CO dehydrogenase/acetyl-CoA synthase complex subunit gamma	cdh		MMP0980	1374	457	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	966196	967350	-					cdhD		MMP0981	1155		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	966196	967350	-	CAF30537.1			CO dehydrogenase/acetyl-CoA synthase subunit delta	cdhD		MMP0981	1155	384	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	967365	968117	-							MMP0982	753		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	967365	968117	-	CAF30538.1			conserved hypothetical protein			MMP0982	753	250	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	968128	969501	-					cdhB		MMP0983	1374		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	968128	969501	-	CAF30539.1			CO dehydrogenase/acetyl-CoA synthase complex subunit beta	cdhB		MMP0983	1374	457	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	969513	970031	-					cdh		MMP0984	519		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	969513	970031	-	CAF30540.1			CO dehydrogenase beta subunit/acetyl-CoA synthase subunit epsilon	cdh		MMP0984	519	172	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	970041	972377	-					cdhA		MMP0985	2337		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	970041	972377	-	CAF30541.1			CO dehydrogenase/acetyl-CoA synthase complex subunit alpha	cdhA		MMP0985	2337	778	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	972543	973418	-					thyA		MMP0986	876		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	972543	973418	-	CAF30542.1			thymidylate synthase	thyA		MMP0986	876	291	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	973423	974226	-							MMP0987	804		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	973423	974226	-	CAF30543.1			dimethyladenosine transferase related protein (rRNA methylase)			MMP0987	804	267	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	974237	975124	-							MMP0988	888		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	974237	975124	-	CAF30544.1			RNA methyltransferase related protein			MMP0988	888	295	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	975268	977262	-					top6B		MMP0989	1995		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	975268	977262	-	CAF30545.1			DNA topoisomerase VI B	top6B		MMP0989	1995	664	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	977591	978355	+							MMP0990	765		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	977591	978355	+	CAF30546.1			conserved hypothetical protein			MMP0990	765	254	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	978735	980321	+							MMP0991	1587		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	978735	980321	+	CAF30547.1			conserved hypothetical protein			MMP0991	1587	528	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	980566	981087	+							MMP0992	522		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	980566	981087	+	CAF30548.1			conserved hypothetical archaeal protein			MMP0992	522	173	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	981206	981406	-							MMP0993	201		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	981206	981406	-	CAF30549.1			conserved hypothetical helix-turn-helix protein			MMP0993	201	66	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	981403	981744	-							MMP0994	342		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	981403	981744	-	CAF30550.1			putative predicted protein			MMP0994	342	113	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	981799	982230	-							MMP0995	432		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	981799	982230	-	CAF30551.1			conserved hypothetical archaeal protein			MMP0995	432	143	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	982388	982651	-							MMP0996	264		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	982388	982651	-	CAF30552.1			hypothetical protein			MMP0996	264	87	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	982883	983239	-							MMP0997	357		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	982883	983239	-	CAF30553.1			Blue (type 1) copper domain			MMP0997	357	118	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	983537	984193	+							MMP0998	657		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	983537	984193	+	CAF30554.1			hypothetical protein			MMP0998	657	218	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	984278	984865	-							MMP0999	588		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	984278	984865	-	CAF30555.1			conserved hypothetical membrane related protein			MMP0999	588	195	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	984862	985110	-							MMP1000	249		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	984862	985110	-	CAF30556.1			hypothetical protein			MMP1000	249	82	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	985324	986544	+							MMP1001	1221		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	985324	986544	+	CAF30557.1			conserved hypothetical protein			MMP1001	1221	406	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	986571	987347	-					trpA		MMP1002	777		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	986571	987347	-	CAF30558.1			Tryptophan synthase, alpha chain	trpA		MMP1002	777	258	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	987348	988532	-					trpB		MMP1003	1185		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	987348	988532	-	CAF30559.1			Tryptophan synthase, beta chain	trpB		MMP1003	1185	394	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	988522	989157	-					trpF		MMP1004	636		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	988522	989157	-	CAF30560.1			N-(5'phosphoribosyl)anthranilate isomerase	trpF		MMP1004	636	211	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	989167	989763	-					trpG		MMP1005	597		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	989167	989763	-	CAF30561.1			Anthranilate synthase component II	trpG		MMP1005	597	198	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	989744	991063	-					trpE		MMP1006	1320		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	989744	991063	-	CAF30562.1			Anthranilate synthase component I	trpE		MMP1006	1320	439	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	991056	992021	-					trpD		MMP1007	966		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	991056	992021	-	CAF30563.1			Anthranilate phosphoribosyltransferase	trpD		MMP1007	966	321	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	992021	992710	-					trpC		MMP1008	690		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	992021	992710	-	CAF30564.1			Indole-3-glycerol phosphate synthase	trpC		MMP1008	690	229	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	993042	994298	-					pyrC		MMP1009	1257		
