# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1801234	1801539	+						2795800	DVU1730	306		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1801234	1801539	+	YP_010948.1	WP_010939018.1		DNA-binding protein		2795800	DVU1730	306	101	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1801647	1801817	-						2795801	DVU1731	171		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1801647	1801817	-	YP_010949.1	WP_010939019.1		hypothetical protein		2795801	DVU1731	171	56	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1801863	1802090	-						2795802	DVU1732	228		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1801863	1802090	-	YP_010950.1	WP_010939020.1		hypothetical protein		2795802	DVU1732	228	75	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1803107	1803328	-						2795803	DVU1733	222		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1803107	1803328	-	YP_010951.1	WP_010939021.1		hypothetical protein		2795803	DVU1733	222	73	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1804805	1804981	-						2795804	DVU1734	177		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1804805	1804981	-	YP_010952.1	WP_010939022.1		hypothetical protein		2795804	DVU1734	177	58	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1805962	1806105	+						2795805	DVU1735	144		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1805962	1806105	+	YP_010953.1	WP_010939023.1		hypothetical protein		2795805	DVU1735	144	47	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1806089	1806283	+						2795806	DVU1736	195		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1806089	1806283	+	YP_010954.1	WP_010939024.1		hypothetical protein		2795806	DVU1736	195	64	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1806390	1806608	-						2795807	DVU1737	219		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1806390	1806608	-	YP_010955.1	WP_010939025.1		hypothetical protein		2795807	DVU1737	219	72	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1806786	1807430	-						2795808	DVU1738	645		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1806786	1807430	-	YP_010956.1	WP_010939026.1		phage integrase site specific recombinase		2795808	DVU1738	645	214	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1808056	1808148	-						2795842	DVU1739	93		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1808056	1808148	-	YP_010957.1	WP_010939027.1		hypothetical protein		2795842	DVU1739	93	30	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1808578	1808979	-						2795843	DVU1740	402		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1808578	1808979	-	YP_010958.1	WP_010939028.1		hypothetical protein		2795843	DVU1740	402	133	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1808976	1809947	-						2795844	DVU1741	972		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1808976	1809947	-	YP_010959.1	WP_010939029.1		hypothetical protein		2795844	DVU1741	972	323	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1810417	1810656	+						2795845	DVU1742	240		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1810417	1810656	+	YP_010960.1	WP_010939030.1		prevent-host-death family protein		2795845	DVU1742	240	79	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1810662	1811099	-						2795846	DVU1743	438		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1810662	1811099	-	YP_010961.1	WP_010939031.1		hypothetical protein		2795846	DVU1743	438	145	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1811183	1811425	-						2795847	DVU1744	243		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1811183	1811425	-	YP_010962.1	WP_010939032.1		DNA-binding protein		2795847	DVU1744	243	80	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1811492	1812031	+						2795848	DVU1745	540		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1811492	1812031	+	YP_010963.1	WP_010939033.1		DNA-binding protein		2795848	DVU1745	540	179	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1812266	1813375	+						2795849	DVU1746	1110		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1812266	1813375	+	YP_010964.1	WP_010939034.1		C-5 cytosine-specific DNA methylase		2795849	DVU1746	1110	369	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1813416	1816361	+						2795850	DVU1747	2946		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1813416	1816361	+	YP_010965.1	WP_010939035.1		hypothetical protein		2795850	DVU1747	2946	981	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1816342	1818114	+						2795851	DVU1748	1773		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1816342	1818114	+	YP_010966.1	WP_010939036.1		hypothetical protein		2795851	DVU1748	1773	590	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1818096	1818317	-						2795852	DVU1749	222		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1818096	1818317	-	YP_010967.1	WP_010939037.1		hypothetical protein		2795852	DVU1749	222	73	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1818336	1819118	+						2795853	DVU1750	783		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1818336	1819118	+	YP_010968.1	WP_010939038.1		hypothetical protein		2795853	DVU1750	783	260	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1819311	1819457	+						2795788	DVU1751	147		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1819311	1819457	+	YP_010969.1	WP_010939039.1		hypothetical protein		2795788	DVU1751	147	48	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1819838	1820077	+						2795789	DVU1752	240		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1819838	1820077	+	YP_010970.1	WP_010939040.1		hypothetical protein		2795789	DVU1752	240	79	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1820161	1820334	+						2795790	DVU1753	174		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1820161	1820334	+	YP_010971.1	WP_010939041.1		hypothetical protein		2795790	DVU1753	174	57	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1820331	1820738	+						2795791	DVU1754	408		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1820331	1820738	+	YP_010972.1	WP_010939042.1		hypothetical protein		2795791	DVU1754	408	135	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1820735	1820977	+						2795792	DVU1755	243		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1820735	1820977	+	YP_010973.1	WP_010939043.1		hypothetical protein		2795792	DVU1755	243	80	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1821372	1821635	+						2795793	DVU1756	264		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1821372	1821635	+	YP_010974.1	WP_010939044.1		hypothetical protein		2795793	DVU1756	264	87	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1821607	1822728	-						2795794	DVU1757	1122		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1821607	1822728	-	YP_010975.1	WP_010939045.1		phage integrase site specific recombinase		2795794	DVU1757	1122	373	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1823074	1823781	+						2795795	DVU1758	708		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1823074	1823781	+	YP_010976.1	WP_010939046.1		lipoprotein		2795795	DVU1758	708	235	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1823946	1824314	-						2795796	DVU1759	369		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1823946	1824314	-	YP_010977.1	WP_010939047.1		molybdenum-binding protein		2795796	DVU1759	369	122	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1824953	1825537	-						2795797	DVU1760	585		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1824953	1825537	-	YP_010978.1	WP_010939048.1		TetR family transcriptional regulator		2795797	DVU1760	585	194	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1825555	1825746	+						2795798	DVU1761	192		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1825555	1825746	+	YP_010979.1	WP_010939049.1		hypothetical protein		2795798	DVU1761	192	63	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1825786	1826244	+						2795809	DVU1762	459		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1825786	1826244	+	YP_010980.1	WP_010939050.1		hypothetical protein		2795809	DVU1762	459	152	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1826856	1827011	-						2795810	DVU1763	156		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1826856	1827011	-	YP_010981.1	WP_010939051.1		hypothetical protein		2795810	DVU1763	156	51	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1827038	1827307	+						2795811	DVU1764	270		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1827038	1827307	+	YP_010982.1	WP_010939052.1		hypothetical protein		2795811	DVU1764	270	89	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1827335	1828729	+					thiH	2795812	DVU1765	1395		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1827335	1828729	+	YP_010983.1	WP_010939053.1		[FeFe] hydrogenase H-cluster radical SAM maturase HydG	thiH	2795812	DVU1765	1395	464	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1828716	1830128	+						2795813	DVU1766	1413		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1828716	1830128	+	YP_010984.1	WP_010939054.1		aspartate ammonia-lyase		2795813	DVU1766	1413	470	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1830125	1831093	+						2795814	DVU1767	969		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1830125	1831093	+	YP_010985.1	WP_010939055.1		[FeFe] hydrogenase H-cluster radical SAM maturase HydE		2795814	DVU1767	969	322	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1831098	1832330	+						2795815	DVU1768	1233		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1831098	1832330	+	YP_010986.1	WP_010939056.1		GTP-binding protein		2795815	DVU1768	1233	410	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1832483	1833748	+					hydA	2795816	DVU1769	1266		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1832483	1833748	+	YP_010987.1	WP_010939057.1		periplasmic [Fe] hydrogenase large subunit	hydA	2795816	DVU1769	1266	421	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1833760	1834131	+					hydB	2795817	DVU1770	372		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1833760	1834131	+	YP_010988.1	WP_010939058.1		periplasmic [Fe] hydrogenase small subunit	hydB	2795817	DVU1770	372	123	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1834384	1836204	-					hydC	2795818	DVU1771	1821		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1834384	1836204	-	YP_010989.1	WP_010939059.1		[Fe] hydrogenase gamma	hydC	2795818	DVU1771	1821	606	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1836228	1838249	-						2795819	DVU1772	2022		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1836228	1838249	-	YP_010990.1	WP_010939060.1		pyridine nucleotide-disulfide oxidoreductase		2795819	DVU1772	2022	673	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1838243	1838536	+						2795820	DVU1773	294		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1838243	1838536	+	YP_010991.1	WP_010939061.1		hypothetical protein		2795820	DVU1773	294	97	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1838748	1839629	+						2794281	DVU1774	882		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1838748	1839629	+	YP_010992.1	WP_010939062.1		hypothetical protein		2794281	DVU1774	882	293	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1839892	1840536	-					ribB	2794282	DVU1775	645		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1839892	1840536	-	YP_010993.1	WP_010939063.1		"3,4-dihydroxy-2-butanone-4-phosphate synthase"	ribB	2794282	DVU1775	645	214	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1840788	1840901	-						2794283	DVU1776	114		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1840788	1840901	-	YP_010994.1	WP_010939064.1		hypothetical protein		2794283	DVU1776	114	37	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1841010	1841747	-					cynT	2794284	DVU1777	738		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1841010	1841747	-	YP_010995.1	WP_010939065.1		carbonic anhydrase	cynT	2794284	DVU1777	738	245	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1841677	1843122	-						2794285	DVU1778	1446		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1841677	1843122	-	YP_010996.1	WP_010939066.1		cation efflux family protein		2794285	DVU1778	1446	481	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1843176	1843382	-						2794286	DVU1779	207		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1843176	1843382	-	YP_010997.1	WP_010939067.1		hypothetical protein		2794286	DVU1779	207	68	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1843438	1843743	-						2794287	DVU1780	306		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1843438	1843743	-	YP_010998.1	WP_010939068.1		hypothetical protein		2794287	DVU1780	306	101	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1843928	1844593	-						2794288	DVU1781	666		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1843928	1844593	-	YP_010999.1	WP_010939069.1		hypothetical protein		2794288	DVU1781	666	221	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1844586	1846013	-						2794289	DVU1782	1428		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1844586	1846013	-	YP_011000.1	WP_010939070.1		iron-sulfur cluster-binding protein		2794289	DVU1782	1428	475	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1846006	1846758	-						2794290	DVU1783	753		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1846006	1846758	-	YP_011001.1	WP_010939071.1		hypothetical protein		2794290	DVU1783	753	250	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1846930	1847691	+						2794291	DVU1784	762		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1846930	1847691	+	YP_011002.1	WP_010939072.1		short chain dehydrogenase/reductase oxidoreductase		2794291	DVU1784	762	253	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1847895	1848497	+						2794292	DVU1785	603		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1847895	1848497	+	YP_011003.1	WP_010939073.1		MarC membrane protein		2794292	DVU1785	603	200	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1849057	1850115	-						2793312	DVU1786	1059		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1849057	1850115	-	YP_011004.1	WP_010939074.1		diguanylate cyclase		2793312	DVU1786	1059	352	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1850148	1850774	-						2793313	DVU1787	627		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1850148	1850774	-	YP_011005.1	WP_010939075.1		nuclease domain-containing protein		2793313	DVU1787	627	208	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1851002	1852774	-					rpoD	2793314	DVU1788	1773		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1851002	1852774	-	YP_011006.1	WP_010939076.1		RNA polymerase sigma-70 factor	rpoD	2793314	DVU1788	1773	590	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1852767	1854485	-					dnaG	2793315	DVU1789	1719		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1852767	1854485	-	YP_011007.1	WP_010939077.1		DNA primase	dnaG	2793315	DVU1789	1719	572	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1854518	1856833	-						2793316	DVU1790	2316		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1854518	1856833	-	YP_011008.1	WP_010939078.1		MutS2 family protein		2793316	DVU1790	2316	771	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1856840	1857289	-						2793317	DVU1791	450		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1856840	1857289	-	YP_011009.1	WP_010939079.1		GatB/Yqey family protein		2793317	DVU1791	450	149	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857405	1857608	-					rpsU	2793318	DVU1792	204		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857405	1857608	-	YP_011010.2	WP_010939080.1		30S ribosomal protein S21	rpsU	2793318	DVU1792	204	67	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857614	1857712	-						2793319	DVU1793	99		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857614	1857712	-	YP_011011.1	WP_010939081.1		hypothetical protein		2793319	DVU1793	99	32	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857725	1857928	-						2793320	DVU1794	204		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857725	1857928	-	YP_011012.1	WP_010939082.1		hypothetical protein		2793320	DVU1794	204	67	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857939	1858211	-					hup-3	2793321	DVU1795	273		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1857939	1858211	-	YP_011013.1	WP_010939083.1		DNA-binding protein HU	hup-3	2793321	DVU1795	273	90	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1858208	1858330	-						2796705	DVU1796	123		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1858208	1858330	-	YP_011014.1	WP_010939084.1		hypothetical protein		2796705	DVU1796	123	40	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1858413	1859288	-					ksgA	2796706	DVU1797	876		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1858413	1859288	-	YP_011015.2	WP_010939085.1		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	ksgA	2796706	DVU1797	876	291	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1859305	1859820	-						2796707	DVU1798	516		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1859305	1859820	-	YP_011016.1	WP_010939086.1		hypothetical protein		2796707	DVU1798	516	171	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1859827	1861875	-					fusA-2	2796708	DVU1799	2049		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1859827	1861875	-	YP_011017.1	WP_010939087.1		elongation factor G	fusA-2	2796708	DVU1799	2049	682	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1861868	1862815	-						9714859	DVU4005	948		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1861868	1862815	-	YP_003858615.1	WP_010940655.1		hypothetical protein		9714859	DVU4005	948	315	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1863082	1864269	-						2796710	DVU1801	1188		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1863082	1864269	-	YP_011019.1	WP_010939088.1		hypothetical protein		2796710	DVU1801	1188	395	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1864479	1865339	+						2796711	DVU1802	861		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1864479	1865339	+	YP_011020.1	WP_010939089.1		hypothetical protein		2796711	DVU1802	861	286	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1865370	1866458	-						2796712	DVU1803	1089		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1865370	1866458	-	YP_011021.1	WP_010939090.1		glycosyl transferase family protein		2796712	DVU1803	1089	362	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1866458	1868287	-						2796713	DVU1804	1830		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1866458	1868287	-	YP_011022.1	WP_010939091.1		glycosyl transferase family protein		2796713	DVU1804	1830	609	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1868457	1869920	+						2796714	DVU1805	1464		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1868457	1869920	+	YP_011023.1	WP_010939092.1		diguanylate cyclase		2796714	DVU1805	1464	487	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1870156	1871526	-					mgtE	2796715	DVU1806	1371		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1870156	1871526	-	YP_011024.1	WP_010939093.1		magnesium transporter	mgtE	2796715	DVU1806	1371	456	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1871670	1872557	+					nadC	2796716	DVU1807	888		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1871670	1872557	+	YP_011025.1	WP_010939094.1		nicotinate-nucleotide pyrophosphorylase	nadC	2796716	DVU1807	888	295	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1872554	1873630	+					nadA	2796637	DVU1808	1077		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1872554	1873630	+	YP_011026.1	WP_010939095.1		quinolinate synthetase	nadA	2796637	DVU1808	1077	358	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1873643	1875229	+					nadB	2796638	DVU1809	1587		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1873643	1875229	+	YP_011027.1	WP_010939096.1		L-aspartate oxidase	nadB	2796638	DVU1809	1587	528	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1875340	1875762	-						2796639	DVU1810	423		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1875340	1875762	-	YP_011028.1	WP_010939097.1		hypothetical protein		2796639	DVU1810	423	140	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1875780	1876643	-						2796640	DVU1811	864		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1875780	1876643	-	YP_011029.1	WP_010939098.1		protoheme IX farnesyltransferase		2796640	DVU1811	864	287	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1876687	1877967	-						2796641	DVU1812	1281		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1876687	1877967	-	YP_011030.1	WP_010939099.1		cytochrome c oxidase subunit II		2796641	DVU1812	1281	426	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1877977	1878270	-						2796642	DVU1813	294		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1877977	1878270	-	YP_011031.1	WP_010939100.1		hypothetical protein		2796642	DVU1813	294	97	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1878279	1878890	-						2796643	DVU1814	612		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1878279	1878890	-	YP_011032.1	WP_010939101.1		cytochrome c oxidase subunit III		2796643	DVU1814	612	203	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1878901	1880526	-						2796644	DVU1815	1626		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1878901	1880526	-	YP_011033.1	WP_010939102.1		cytochrome c oxidase subunit I		2796644	DVU1815	1626	541	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1880550	1881671	-						2796645	DVU1816	1122		
CDS	with_protein	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1880550	1881671	-	YP_011034.2	WP_010939103.1		hypothetical protein		2796645	DVU1816	1122	373	
gene	protein_coding	GCF_000195755.1	Primary Assembly	chromosome		NC_002937.3	1881747	1882058	-					cyf	2796646	DVU1817	312		
